name,from,to,biography,biography_eng,url,bishop_type,orig_url_page
"Konrad I. von Morsbach
",1153,1171,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Egelolf
",1171,1182,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Otto
",1182,1196,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hartwig Graf von Grögling-Dollnstein
",1196,1223,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich I. von Haunstadt
",1223,1225,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich I. von Zipplingen
",1225,1228,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich II. von Dischingen
",1228,1231,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hermann von Schillingsfürst
",1232,1232,,,"https://de.wikipedia.org/""#cite_note-Erklärung-1",0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich III. von Ravensburg
",1232,1237,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich II. von Parsberg
",1237,1246,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich IV. Graf von Württemberg
",1247,1259,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Engelhard von Dolling
",1259,1261,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hildebrand von Möhren
",1261,1279,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Reinboto von Meilenhart
",1279,1297,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Konrad II. von Pfeffenhausen
",1297,1305,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann I. von Straßburg
",1305,1306,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Philipp von Rathsamhausen
",1306,1322,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Marquard I. von Hagel
",1322,1324,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gebhard III. Graf von Graisbach
",1324,1327,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich III. Landgraf von Leuchtenberg
",1328,1329,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich V. Schenk von Reicheneck
",1329,1344,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Albrecht I. von Hohenfels
",1344,1353,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Berthold von Zollern
",1351,1365,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Raban Truchseß von Wilburgstetten
",1365,1383,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich IV. Graf von Oettingen
",1383,1415,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann II. von Heideck
",1415,1429,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Albrecht II. von Hohenrechberg
",1429,1445,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann III. von Eych
",1445,1464,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Wilhelm von Reichenau
",1464,1496,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gabriel von Eyb
",1496,1535,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Christoph Marschall von Pappenheim
",1535,1539,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Moritz von Hutten
",1539,1552,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Eberhard II. von Hirnheim
",1552,1560,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Martin von Schaumberg
",1560,1590,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Kaspar von Seckendorff
",1590,1595,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Konrad von Gemmingen
",1595,1612,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Christoph von Westerstetten
",1612,1637,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Marquard II. Graf Schenk von Castell
",1637,1685,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Euchar Graf Schenk von Castell
",1685,1697,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Martin von Eyb
",1697,1704,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Anton I. Knebel von Katzenelnbogen
",1705,1725,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Franz Ludwig Freiherr Schenk von Castell
",1725,1736,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Anton II. Freiherr von Freyberg
",1736,1757,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Raymund Anton Graf von Strasoldo
",1757,1781,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Anton III. Freiherr von Zehmen
",1781,1790,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Joseph Graf von Stubenberg
",1791,1824,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Petrus Pustet
",1824,1825,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Friedrich Oesterreicher
",1825,1835,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Martin Manl
",1835,1835,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Karl August Graf von Reisach
",1836,1846,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Georg von Oettl
",1846,1866,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Franz Leopold Freiherr von Leonrod
",1867,1905,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johannes Leo von Mergel
",1905,1932,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Konrad Graf von Preysing
",1932,1935,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Michael Rackl
",1935,1948,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Joseph Schröffer
",1948,1967,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Alois Brems
",1968,1983,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Karl Braun
",1984,1995,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Walter Mixa
",1996,2005,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gregor Maria Hanke
",2006," 
",,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hl. Willibald
",741,787?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gerhoh
",787?,806?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Agan
",806?,822?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Adalung
",822?,837?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Altwin
",837?,847?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Otgar
",847?,880?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gottschalk
",880?,882?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Erchanbald
",882?,912,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Odalfried
",912,933,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Starchand
",933,966,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Reginold
",966,991,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Megingaud
",991,1015?,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gundekar I.
",1015?,1019,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Walther
",1020,1021,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heribert
",1022,1042,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gezemann
",1042,1042,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gebhard I.
",1042,1057,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Sel. Gundekar II.
",1057,1075,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Udalrich I.
",1075,1099,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Eberhard I. Graf von Hildrizhausen
",1099,1112,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Udalrich II.
",1112,1125,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gebhard II. Graf von Grögling
",1125,1149,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Walbrun
",1149,1149,,,"https://de.wikipedia.org/""#cite_note-Erklärung-1",0,Liste_der_Bischöfe_von_Eichstätt
"Burchard
",1149,1153,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Konrad I. von Morsbach
",1153,1171,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Egelolf
",1171,1182,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Otto
",1182,1196,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hartwig Graf von Grögling-Dollnstein
",1196,1223,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich I. von Haunstadt
",1223,1225,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich I. von Zipplingen
",1225,1228,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich II. von Dischingen
",1228,1231,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hermann von Schillingsfürst
",1232,1232,,,"https://de.wikipedia.org/""#cite_note-Erklärung-1",0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich III. von Ravensburg
",1232,1237,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich II. von Parsberg
",1237,1246,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich IV. Graf von Württemberg
",1247,1259,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Engelhard von Dolling
",1259,1261,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Hildebrand von Möhren
",1261,1279,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Reinboto von Meilenhart
",1279,1297,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Konrad II. von Pfeffenhausen
",1297,1305,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann I. von Straßburg
",1305,1306,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Philipp von Rathsamhausen
",1306,1322,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Marquard I. von Hagel
",1322,1324,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gebhard III. Graf von Graisbach
",1324,1327,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich III. Landgraf von Leuchtenberg
",1328,1329,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Heinrich V. Schenk von Reicheneck
",1329,1344,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Albrecht I. von Hohenfels
",1344,1353,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Berthold von Zollern
",1351,1365,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Raban Truchseß von Wilburgstetten
",1365,1383,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Friedrich IV. Graf von Oettingen
",1383,1415,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann II. von Heideck
",1415,1429,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Albrecht II. von Hohenrechberg
",1429,1445,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann III. von Eych
",1445,1464,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Wilhelm von Reichenau
",1464,1496,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gabriel von Eyb
",1496,1535,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Christoph Marschall von Pappenheim
",1535,1539,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Moritz von Hutten
",1539,1552,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Eberhard II. von Hirnheim
",1552,1560,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Martin von Schaumberg
",1560,1590,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Kaspar von Seckendorff
",1590,1595,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Konrad von Gemmingen
",1595,1612,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Christoph von Westerstetten
",1612,1637,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Marquard II. Graf Schenk von Castell
",1637,1685,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Euchar Graf Schenk von Castell
",1685,1697,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Martin von Eyb
",1697,1704,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Anton I. Knebel von Katzenelnbogen
",1705,1725,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Franz Ludwig Freiherr Schenk von Castell
",1725,1736,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Anton II. Freiherr von Freyberg
",1736,1757,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Raymund Anton Graf von Strasoldo
",1757,1781,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Anton III. Freiherr von Zehmen
",1781,1790,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Joseph Graf von Stubenberg
",1791,1824,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Petrus Pustet
",1824,1825,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Friedrich Oesterreicher
",1825,1835,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johann Martin Manl
",1835,1835,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Karl August Graf von Reisach
",1836,1846,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Georg von Oettl
",1846,1866,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Franz Leopold Freiherr von Leonrod
",1867,1905,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Johannes Leo von Mergel
",1905,1932,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Konrad Graf von Preysing
",1932,1935,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Michael Rackl
",1935,1948,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Joseph Schröffer
",1948,1967,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Alois Brems
",1968,1983,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Karl Braun
",1984,1995,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Walter Mixa
",1996,2005,,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gregor Maria Hanke
",2006," 
",,,,0,Liste_der_Bischöfe_von_Eichstätt
"Gunthar
",815?,834?,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Rembert
",834?,845,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Ebo (Ebbo)
",845,851,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Altfrid
",851,874,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Markward
",874,880,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Wigbert
",880,903 oder 908,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Waldbert
",903 oder 908,919,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Sehard
",919,928,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Diethard
",928,954,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Othwin
",954,984,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Osdag
",985,989,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Gerdag
",990,992,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Bernward
",993,1022,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Godehard
",1022,1038,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Thietmar
",1038,1044,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Azelin
",1044,1054,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Hezilo
",1054,1079,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Udo von Gleichen-Reinhausen
",1079,1114,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Bruning(kirchenrechtlich Sedisvakanz)
",1115,1119,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Berthold I. von Alvensleben
",1119,1130,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Bernhard I.
",1130,1153,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Bruno
",1153,1161,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Hermann
",1162,1170,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Adelog
",1171,1190,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Berno
",1190,1194,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Konrad I. von Querfurt
",1194,1199,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Hartbert
",1199,1216,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Siegfried I. von Lichtenberg
",1216,1221,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Konrad II. von Riesenberg
",1221,1246,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Heinrich I. von Rusteberg
",1246,1257,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Johann I. von Brakel
",1257,1260,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Otto I. von Braunschweig-Lüneburg
",1260,1279,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Siegfried II. von Querfurt
",1279,1310,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Heinrich II. von Woldenberg
",1310,1318,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Otto II. von Woldenberg
",1319,1331,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Heinrich III. von Braunschweig-Lüneburg
",1331,1363,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Johann II. Schadland
",1363,1365,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Gerhard von Berg
",1365,1398,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Johann III. von Hoya
",1399,1424,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Magnus von Sachsen-Lauenburg
",1424,1452,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Bernhard II. von Braunschweig-Lüneburg
",1452,1458,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Ernst I. von Schauenburg
",1458,1471,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Henning vom Haus
",1471,1481,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Berthold II. von Landsberg
",1481,1502,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Erich von Sachsen-Lauenburg
",1502,1503,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Johannes IV. von Sachsen-Lauenburg
",1503,1527,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Balthasar Merklin
",1527,1531,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Otto III. von Schauenburg
",1531,1537,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Valentin von Teutleben
",1537,1551,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Friedrich von Dänemark
",1551,1556,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Burchard von Oberg
",1557,1573,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Ernst II. von Bayern
",1573,1612,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Ferdinand von Bayern
",1612,1650,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Maximilian Heinrich von Bayern
",1650,1688,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Jobst Edmund von Brabeck
",1688,1702,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Joseph Clemens von Bayern
",1702,1723,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Clemens August I. von Bayern
",1724,1761,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Friedrich Wilhelm von Westphalen
",1763,1789,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Franz Egon von Fürstenberg(letzter Fürstbischof von Hildesheim)
",1789,1825,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Karl von Gruben(Verweser)
",1825,1827,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Godehard Joseph Osthaus
",1829,1835,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Franz Ferdinand Fritz
",1836,1840,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Jakob Joseph Wandt
",1842,1849,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Eduard Jakob Wedekin
",1850,1870,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Daniel Wilhelm Sommerwerck
",1871,1905,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Adolf Bertram
",1906,1914,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Joseph Ernst
",1915,1928,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Nikolaus Bares
",1929,1933,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Joseph Godehard Machens
",1934,1956,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Heinrich Maria Janssen
",1957,1982,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Josef Homeyer
",1983,2004,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Norbert Trelle
",2006,2017,,,,0,Liste_der_Bischöfe_von_Hildesheim
"Heiner Wilmer SCJ
",2018,"
",,,,0,Liste_der_Bischöfe_von_Hildesheim
"Jakob Brand
",1827,1833,,,,0,Liste_der_Bischöfe_von_Limburg
"Johann Wilhelm Bausch
",1834,1840,,,,0,Liste_der_Bischöfe_von_Limburg
"Peter Joseph Blum
",1842,1884,,,,0,Liste_der_Bischöfe_von_Limburg
"Christian Roos
",1885,1886,,,,0,Liste_der_Bischöfe_von_Limburg
"Karl Klein
",1886,1898,,,,0,Liste_der_Bischöfe_von_Limburg
"Dominikus Martin Carl Willi, OCist
",1898,1913,,,,0,Liste_der_Bischöfe_von_Limburg
"Augustinus Kilian
",1913,1930,,,,0,Liste_der_Bischöfe_von_Limburg
"Antonius Hilfrich
",1930,1947,,,,0,Liste_der_Bischöfe_von_Limburg
"Ferdinand Dirichs
",1947,1948,,,,0,Liste_der_Bischöfe_von_Limburg
"Wilhelm Kempf
",1949,1982,,,,0,Liste_der_Bischöfe_von_Limburg
"Franz Kamphaus
",1982,2007,,,,0,Liste_der_Bischöfe_von_Limburg
"Franz-Peter Tebartz-van Elst
",2008,2014,,,,0,Liste_der_Bischöfe_von_Limburg
"Georg Bätzing
",2016,"
",,,,0,Liste_der_Bischöfe_von_Limburg
"Erkanbert
",803,813,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Hardward
",813,853,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Theoderich
",853,880,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Wulfhar
",880,886,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Drogo
",886,902,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Adalbert
",902,905,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Bernhard
",905,914,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Lothar
",914,927,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Ebergisl
",927,950,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Helmward
",950,958,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Landward
",958,969,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Milo
",969,996,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Ramward
",996,1002,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Dietrich II.
",1002,1022,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Sigebert
",1022,1036,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Egilbert aus Bayern
",1055,1080,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Reinward
",1080,1089,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Volkmar
",1080,1096,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Ulrich
",1089,1097,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Gottschalk
",1097,1112,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Widelo
",1097,1119,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Sigward
",1120,1140,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Heinrich I.
",1140,1153,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Werner aus Bückeburg
",1153,1170,,,,0,Liste_der_Bisch%C3%B6fe_von_Minden
"Anno von Landsberg
",1170,1185,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Heinrich II.
",1206,1209,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Konrad I. von Rüdenberg
",1209,1236,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Wilhelm I. von Diepholz
",1236,1242,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Johann von Diepholz
",1242,1253,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Wedekind I.
",1253,1261,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Kuno
",1261,1266,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Otto I. aus Stendal
",1266,1275,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Volkwin von Schwalenberg
",1275,1293,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Konrad II. von Wardenberg
",1293,1295,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Ludolf von Rostorf
",1295,1304,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Gottfried von Waldeck
",1304,1324,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
Gerhard II. von Schauenburg[1],1361,1366,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Otto II. von Wettin
",1366,1368,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Wittekind II.
",1369,1383,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Otto III. von Schalksberg
",1384,1397,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Gerhard III.
",1397,1398,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Marquard von Randeck
",1398,1398,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Wilhelm II. von Büschen
",1398,1402,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Otto IV. von Rietberg
",1403,1406,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Wilbrand von Hallermund
",1406,1436,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Heinrich III. von Schauenburg (Schaumburg)
",1473,1508,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Franz von Braunschweig-Wolfenbüttel
",1508,1529,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Georg von Braunschweig-Lüneburg
",1554,1566,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Hermann von Schauenberg (Schaumburg)
",1567,1582,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Anton von Schauenburg (Schaumburg)
",1587,1599,,,,2,Liste_der_Bisch%C3%B6fe_von_Minden
"Liudger
",805,809,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Gerfried
",809,839,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Altfried
",839,849,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Liutbert
",849,870,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Berthold
",870,875,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Wolfhelm
",vor 882,899,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Nidhard
",899,922,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Rumhold
",922,941,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Hildebold
",941,969,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Dodo
",969,993,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Swidger
",993,1011,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Dietrich I.
",1011,1022,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
"Siegfried von Walbeck
",1022,1032,,,,0,Liste_der_Bisch%C3%B6fe_von_M%C3%BCnster
